route_id,distance_km,speed_kmph,traffic_level,hour_of_day,day_of_week,previous_eta,actual_eta
1,17.82,47.4,High,8,6,36.8,37.08
3,30.92,50.92,Low,23,2,34.99,37.4
2,28.44,31.82,Low,1,4,50.73,51.73
2,23.61,53.25,Low,8,5,28.28,26.44
1,16.6,33.05,High,10,1,51.01,49.98
3,31.7,30.12,Medium,14,0,79.1,78.72
2,29.38,34.59,Low,2,4,48.13,50.55
1,14.4,53.4,Low,11,3,16.16,18.12
2,26.43,40.13,Medium,17,6,48.16,47.62
2,20.4,25.94,Low,2,5,49.9,48.76
2,28.59,51.82,High,19,0,53.68,51.37
3,31.7,40.19,Low,1,6,46.71,46.76
2,22.74,29.3,Low,0,1,46.33,45.64
3,31.81,37.53,Low,1,1,53.46,51.4
3,41.86,45.39,Medium,11,3,72.75,69.91
3,43.24,54.29,High,17,2,74.92,77.26
2,26.03,49.86,Medium,9,4,40.09,39.25
3,35.15,39.08,Low,5,4,52.81,51.98
2,27.77,33.38,Medium,10,3,58.99,61.8
1,14.84,50.78,Low,23,4,18.65,17.85
2,25.4,45.33,High,12,6,51.02,52.94
2,26.01,25.2,High,8,1,98.59,98.69
1,13.59,47.9,Low,11,1,19.55,18.93
3,34.34,28.95,Medium,16,2,91.58,89.64
3,35.63,28.3,Low,21,2,76.86,77.51
2,23.63,34.97,High,19,5,62.4,64.92
3,32.3,36.83,High,11,6,85.54,85.26
2,23.2,45.42,Medium,2,6,37.39,38.55
1,14.83,31.91,High,18,0,43.9,45.42
1,12.08,47.18,Low,4,6,13.88,15.8
3,40.47,51.96,Medium,10,5,58.91,56.66
3,33.81,31.21,Medium,6,3,80.1,81.21
3,37.73,34.85,High,16,3,102.13,103.68
1,15.93,37.3,Low,21,0,28.39,25.84
2,21.62,30.67,Medium,9,6,52.29,53.31
3,32.89,33.68,Medium,6,5,74.63,71.93
3,38.07,44.95,Medium,18,3,61.13,62.3
2,24.92,27.22,Low,21,6,56.95,54.23
1,16.1,26.25,High,16,4,60.79,58.64
3,43.59,54.85,Medium,21,1,56.43,58.44
1,15.91,47.77,Low,11,2,22.25,19.39
3,39.74,52.66,High,9,6,72.96,71.81
1,16.13,41.14,High,8,2,36.61,39.15
2,25.13,27.24,Low,7,6,52.9,54.79
3,40.13,44.69,Low,3,5,55.23,52.56
1,17.42,26.54,Medium,16,1,51.27,48.44
2,21.65,31.59,High,5,5,67.71,64.99
1,15.22,50.59,High,5,2,31.76,30.22
3,31.46,49.19,High,7,6,59.04,61.37
3,41.46,50.31,Low,22,4,48.28,48.93
3,35.13,49.08,Low,21,0,40.96,41.75
1,16.54,40.2,High,17,4,40.98,38.08
2,29.38,41.63,Low,11,4,43.66,41.79
2,25.2,34.99,High,6,1,70.33,69.81
1,15.95,25.34,Low,6,6,37.54,38.44
3,44.02,36.34,Medium,12,4,88.29,89.29
2,21.41,25.2,Low,4,4,50.35,48.99
1,12.41,41.4,Low,13,0,18.03,16.21
2,24.16,46.12,Medium,20,1,40.08,39.62
2,21.07,30.77,Low,5,1,42.01,40.74
2,23.76,44.34,Low,23,1,33.54,32.66
3,37.6,43.8,Low,10,5,47.73,50.63
2,24.54,52.38,Medium,16,2,31.7,34.5
1,16.2,38.63,High,6,2,40.63,38.84
3,37.1,31.7,High,23,0,112.3,110.86
2,24.16,44.08,Medium,18,4,37.4,40.02
2,20.57,51.2,High,8,0,38.66,38.56
1,17.35,49.74,High,21,0,31.75,34.4
1,17.69,44.87,High,10,2,35.65,38.27
3,43.79,39.48,Medium,22,2,86.42,83.97
1,14.96,34.96,Low,3,4,29.02,26.15
3,33.0,30.98,Medium,18,5,76.25,77.97
1,14.57,27.05,Medium,2,3,39.88,40.48
2,22.7,33.76,Low,4,6,37.73,38.42
3,40.65,29.72,Low,12,4,84.78,83.9
1,13.16,45.34,High,17,6,26.48,27.08
1,16.57,44.09,Medium,3,0,27.32,29.51
3,36.79,34.16,High,10,3,104.33,104.81
3,34.01,51.14,Low,21,4,37.3,38.88
2,29.87,26.35,Low,11,1,68.47,67.68
2,26.32,31.65,High,5,1,78.83,80.63
1,17.54,52.4,Low,10,2,17.47,18.1
3,38.74,40.63,Medium,12,2,68.94,71.31
1,15.24,29.3,Medium,21,5,37.1,38.79
2,22.97,26.13,Medium,7,0,67.9,67.48
1,12.55,54.8,Medium,17,6,17.6,18.88
2,23.61,34.08,High,8,5,67.23,65.02
2,20.85,42.25,Medium,11,4,35.05,35.43
3,44.43,46.85,High,19,2,93.81,91.87
1,13.76,39.26,High,4,0,33.72,34.03
3,34.33,39.2,High,1,0,85.76,85.35
1,16.24,40.18,Low,14,6,25.99,24.73
3,34.32,25.91,Low,5,1,79.14,80.79
3,35.17,31.68,Medium,17,3,84.01,82.15
2,21.13,29.08,Medium,8,0,51.44,52.84
2,27.98,52.33,Medium,13,5,38.74,41.18
3,38.04,46.97,Low,6,3,49.77,49.16
2,25.94,52.16,Low,13,6,26.8,28.13
3,42.29,49.43,High,9,3,81.19,84.1
2,25.72,28.09,Low,21,1,53.41,56.13
1,17.8,30.38,Medium,12,5,43.46,44.92
1,15.77,46.4,Medium,10,0,28.85,26.53
2,23.22,45.93,Low,3,3,29.62,30.21
1,15.17,43.46,Medium,21,1,22.06,24.2
2,26.39,37.36,Low,17,5,39.28,41.78
3,32.52,31.77,High,21,0,98.65,99.06
3,41.83,51.23,Medium,5,5,60.27,61.48
2,22.76,53.3,Medium,10,1,31.46,32.0
1,13.08,46.62,Low,7,5,18.31,17.12
3,36.2,28.1,Low,12,2,80.9,78.92
3,32.2,53.4,Low,9,3,35.9,36.56
1,16.98,42.15,High,17,6,39.55,38.48
1,15.35,53.85,Low,11,2,16.29,18.92
2,29.81,48.61,Medium,22,6,47.65,47.02
3,42.74,49.5,High,16,0,78.8,81.35
2,29.34,33.02,Low,17,5,52.64,55.3
2,26.6,39.7,Medium,12,2,50.48,51.39
1,15.85,38.3,Low,21,5,21.24,23.98
2,22.12,41.62,High,9,6,49.79,52.24
3,41.25,51.32,High,4,3,80.48,78.91
2,27.25,42.13,Low,12,2,40.55,38.91
3,40.92,44.36,High,8,4,90.02,87.28
2,26.42,28.99,Medium,11,2,69.67,69.48
1,14.0,48.57,Low,2,6,17.08,17.24
3,34.3,27.85,Low,5,6,77.53,75.78
3,41.63,46.51,Low,21,1,55.44,54.85
3,41.48,45.72,High,2,0,87.26,85.81
2,29.87,28.66,Medium,23,5,79.19,79.01
2,23.81,33.65,Low,20,3,40.06,41.08
1,12.81,34.02,Medium,3,4,27.86,26.26
3,30.74,25.67,Medium,15,5,87.36,88.93
3,38.56,35.0,Medium,5,5,82.83,83.15
3,37.55,51.46,Medium,3,5,56.6,55.39
1,15.22,52.04,Low,4,0,20.21,19.04
1,16.3,34.67,High,17,5,48.6,46.65
1,12.22,53.8,Medium,9,5,15.99,16.49
1,15.05,44.32,High,7,3,32.64,34.5
2,28.56,32.86,Low,22,2,52.8,51.11
3,37.27,50.31,Medium,21,0,55.07,55.19
3,36.45,43.84,Medium,21,5,62.27,62.19
1,15.11,36.61,Low,13,3,24.37,23.49
2,22.14,44.21,High,8,6,51.45,48.51
2,27.36,53.14,Low,17,3,29.61,32.41
3,35.81,25.57,High,20,2,133.83,132.57
2,28.73,28.16,Medium,11,3,74.49,75.08
3,41.97,50.15,Medium,6,6,64.07,63.39
1,16.71,51.02,Medium,15,0,21.79,23.27
1,17.93,53.34,High,5,1,35.28,32.66
3,36.85,33.09,Medium,6,4,85.3,82.37
3,31.9,43.74,Medium,17,2,55.22,55.56
3,41.86,38.73,High,3,6,99.91,102.23
2,27.59,53.16,Low,5,1,31.66,32.67
2,26.95,29.86,Medium,22,0,67.84,67.78
2,20.13,42.29,Low,11,0,29.91,27.29
1,15.31,32.17,High,3,2,47.14,45.45
2,28.17,43.84,Medium,7,2,49.8,48.16
1,13.85,27.01,High,21,6,49.29,50.3
2,29.48,32.8,High,10,0,86.15,86.1
3,37.92,54.68,Low,5,2,44.6,42.29
1,12.18,46.45,Medium,5,6,19.91,19.68
2,23.82,34.88,Low,20,2,42.51,40.35
3,34.96,54.1,Low,16,6,36.82,38.96
2,26.39,26.37,High,11,6,94.1,95.25
1,14.68,35.12,High,14,1,42.56,41.82
1,16.68,46.09,Medium,16,6,25.2,27.49
1,15.99,33.97,Medium,17,1,33.37,34.85
2,23.84,34.1,Low,11,1,42.58,42.76
2,24.68,32.04,Low,12,1,46.52,44.96
1,17.89,34.28,Low,5,0,31.86,31.5
1,16.67,54.1,Low,14,4,20.22,17.34
3,44.53,26.68,Medium,16,0,122.73,124.03
3,34.17,34.47,High,0,6,95.1,94.77
3,41.27,29.64,High,19,3,131.66,132.09
1,17.88,50.42,Medium,18,3,29.48,28.37
2,20.26,53.44,High,2,5,37.36,38.18
3,38.37,33.29,Low,2,6,70.51,70.05
1,17.15,25.8,Medium,8,4,47.16,50.14
3,39.32,27.28,High,21,6,140.33,137.45
2,26.75,30.44,Low,22,0,55.63,53.63
3,40.79,39.3,High,8,3,100.23,98.59
1,17.74,27.29,Medium,6,2,51.14,48.33
3,30.59,50.83,Medium,11,2,45.82,44.23
1,16.32,39.82,Low,21,4,21.55,23.34
3,44.88,33.64,Low,20,1,78.13,79.12
1,16.52,36.71,Low,22,0,30.88,28.12
1,13.01,46.34,High,8,6,26.9,28.86
3,44.77,38.0,High,10,0,113.78,114.22
2,27.02,38.84,Low,18,4,39.24,41.88
2,23.22,39.77,Medium,7,5,41.36,44.01
1,16.49,43.69,Low,21,3,23.03,22.74
2,23.41,48.32,Medium,0,5,35.04,37.34
1,12.01,43.82,Medium,13,3,17.05,18.84
2,29.63,35.21,Medium,1,2,59.29,61.63
1,16.87,44.98,Medium,21,2,28.34,29.03
2,29.44,29.46,Medium,11,1,76.2,74.91
3,36.3,26.2,High,9,5,132.44,131.32
1,13.44,46.06,High,8,5,29.25,29.19
2,23.59,27.72,Low,20,0,51.86,51.91
2,23.46,39.64,High,4,4,60.97,58.1
2,26.08,46.77,Low,20,3,31.82,34.31
2,29.08,40.75,Medium,8,1,57.1,55.35
3,38.89,39.39,High,0,6,93.67,96.33
1,16.08,36.84,Medium,0,5,29.54,31.32
2,28.12,46.99,Low,11,2,32.44,34.25
3,42.92,49.29,Low,7,2,50.21,52.38
3,32.27,31.89,Medium,8,4,76.35,76.11
3,32.18,47.52,High,6,0,66.38,63.55
3,32.17,28.05,High,2,4,112.68,110.83
3,37.23,38.29,Low,16,3,58.91,60.04
2,25.1,47.84,Low,6,0,29.63,29.5
2,29.46,29.21,Medium,4,2,73.36,74.4
2,21.21,29.98,Medium,15,4,51.96,54.51
3,33.29,25.87,Medium,2,2,98.47,97.65
1,12.07,46.33,Medium,15,1,18.65,17.98
1,12.52,26.76,High,7,3,46.98,46.57
1,16.22,29.46,Low,19,6,36.14,33.16
3,33.09,30.4,Low,16,6,66.56,65.77
3,36.86,35.77,Low,0,2,61.76,63.56
2,23.88,41.95,Low,12,1,35.07,32.9
2,29.12,29.85,Medium,0,3,70.88,73.79
3,37.53,37.54,Low,23,6,55.74,58.61
3,32.1,33.74,Low,18,3,53.96,56.69
1,17.97,40.72,Low,14,3,26.18,26.38
3,36.68,50.11,Low,17,5,46.52,44.37
1,17.82,40.39,High,21,1,43.84,41.94
2,21.91,44.22,High,11,1,44.94,46.34
1,13.22,32.35,High,7,3,39.18,40.23
3,32.26,31.15,High,23,1,102.31,99.49
1,14.06,48.14,High,8,4,23.77,26.42
3,37.9,35.42,Low,22,2,63.17,66.06
1,14.04,25.06,High,7,3,52.83,54.88
2,24.67,43.48,High,19,4,53.16,55.16
1,13.84,37.42,Low,9,4,17.94,20.44
1,14.85,31.62,High,7,3,45.82,45.66
1,15.75,40.67,High,21,0,38.41,38.8
2,26.1,28.34,Low,14,1,52.64,53.69
2,29.44,45.22,High,10,2,60.11,62.5
3,30.94,34.14,Medium,6,0,72.23,69.73
1,12.13,52.71,Medium,8,2,16.98,17.63
2,24.33,43.6,Medium,2,1,39.55,41.67
3,44.63,41.65,High,5,0,102.96,102.52
1,13.85,34.07,Medium,14,0,30.52,31.79
2,20.12,34.08,Low,5,0,33.56,34.99
1,13.95,26.49,Low,0,6,31.84,31.66
3,35.08,43.95,High,23,4,77.47,77.7
3,37.23,43.08,Medium,5,3,64.18,65.95
1,17.04,25.26,High,14,2,66.06,63.39
3,43.39,32.55,High,17,6,129.69,128.63
1,16.85,40.92,Low,20,5,22.24,23.95
2,22.31,28.99,Medium,5,4,55.03,56.37
2,27.94,26.75,Low,8,0,63.8,61.55
1,13.7,30.61,Low,20,2,29.75,27.89
1,17.86,40.78,Medium,21,4,31.23,32.72
3,35.76,47.38,Low,10,1,49.4,46.87
2,29.89,25.24,Low,20,1,73.87,71.12
3,38.93,42.49,Low,11,3,54.31,56.69
3,43.85,33.98,Low,12,4,75.81,75.81
3,44.74,52.87,Low,23,1,52.0,49.77
1,14.13,44.06,Low,20,3,16.67,18.98
3,39.9,34.66,Low,5,5,69.02,67.54
3,43.17,37.65,High,10,0,113.67,110.82
2,27.14,40.57,High,10,4,66.07,63.75
1,12.18,44.19,Low,0,6,18.6,17.78
3,31.29,42.81,Low,3,5,40.76,42.54
3,34.21,49.04,Low,14,2,43.78,43.26
3,30.72,27.22,Medium,13,4,83.97,83.15
2,22.73,28.75,Low,10,6,48.7,48.42
1,14.37,46.71,Medium,14,1,21.5,23.37
3,32.48,37.37,High,9,5,80.76,82.72
1,16.21,40.39,Low,7,5,24.63,25.94
1,17.52,30.06,Low,13,5,36.2,36.59
2,22.4,39.32,Low,11,5,37.39,35.02
1,15.62,32.34,Low,15,4,31.22,29.93
1,13.16,25.93,Medium,10,2,37.07,38.05
2,20.87,35.01,Medium,21,5,46.87,44.85
1,14.55,33.79,Low,19,6,23.88,25.14
3,38.51,34.68,Medium,8,2,83.04,84.47
1,17.58,44.34,Low,2,0,23.53,24.22
2,29.19,41.68,Low,15,2,45.33,42.75
2,29.18,48.12,Low,21,0,38.32,37.64
3,37.93,52.15,Low,11,3,44.54,43.12
2,27.94,26.01,Low,20,3,66.4,63.8
3,44.67,26.2,Medium,20,4,124.91,126.21
1,12.09,29.25,Medium,0,0,33.14,31.97
1,15.49,25.97,Medium,16,3,45.88,45.79
3,44.74,32.74,High,2,6,130.69,131.0
3,31.91,27.09,Medium,17,3,91.04,89.53
2,20.65,51.94,Low,14,0,23.89,25.36
2,21.86,53.11,Low,14,0,25.51,24.64
1,14.99,33.3,Medium,14,5,33.81,35.35
3,34.09,53.35,Medium,12,5,48.64,49.53
1,13.36,30.37,High,1,6,39.15,41.59
3,34.69,28.55,Medium,19,1,90.14,92.63
1,12.06,38.58,Medium,13,2,22.36,24.73
1,12.53,41.8,High,9,3,31.28,29.79
3,32.44,35.16,Medium,0,5,66.83,68.17
2,29.73,29.59,Medium,9,4,72.75,73.66
1,17.6,50.05,Medium,4,1,24.62,27.6
2,28.63,27.12,Low,23,3,64.92,64.16
1,17.57,30.41,Low,4,1,34.36,36.55
2,25.03,49.1,Medium,14,1,38.04,39.17
3,37.91,52.6,Low,15,4,46.39,44.25
1,16.1,31.27,High,2,0,47.88,49.09
3,38.48,45.81,Low,6,6,46.82,49.38
2,28.49,42.02,High,20,0,67.24,65.44
1,17.81,27.84,Medium,11,6,47.08,46.89
3,31.54,50.26,Medium,5,1,46.52,45.85
3,32.16,34.12,High,9,2,87.54,89.03
3,42.29,54.31,Low,2,2,46.93,48.7
1,14.91,42.41,Medium,9,4,24.54,26.9
3,31.58,29.68,High,11,4,101.83,101.81
2,26.15,49.63,Medium,21,3,41.5,40.96
3,43.15,47.68,Low,14,5,51.78,53.62
1,17.26,30.1,Medium,11,4,43.46,44.11
2,28.01,31.31,High,5,3,89.15,86.35
3,33.6,49.78,Medium,2,4,50.93,49.14
2,25.01,33.7,High,9,4,68.56,71.22
1,14.05,29.36,Medium,5,1,33.64,35.42
3,33.46,45.74,Low,20,0,42.5,43.25
2,22.53,47.44,Medium,22,5,39.24,37.1
3,35.23,52.14,Medium,8,1,50.99,49.6
3,43.49,40.99,Low,4,3,63.74,65.65
2,25.88,35.68,High,13,1,70.5,71.15
3,44.65,47.85,Low,14,3,55.74,55.42
1,13.52,34.5,Low,12,4,19.73,22.11
1,12.92,27.33,Medium,23,1,32.72,34.13
2,27.02,25.36,Low,2,1,62.28,62.55
2,22.16,50.31,Medium,22,1,32.82,33.35
2,25.87,45.58,High,17,0,52.23,55.14
1,13.58,43.94,Medium,20,3,19.89,21.25
1,14.8,45.36,Low,0,3,23.1,20.41
3,33.58,40.33,Medium,18,0,64.87,62.51
1,17.26,46.52,Low,23,4,21.19,20.82
3,36.93,50.99,Medium,13,0,52.26,53.69
1,12.19,26.55,Low,11,0,31.87,28.96
3,43.35,44.28,Low,4,3,58.41,59.94
1,16.26,52.85,Low,23,3,20.81,18.17
2,26.84,26.4,High,8,5,97.52,97.11
2,28.71,52.6,Low,13,4,36.67,34.14
3,42.83,32.58,Low,20,4,76.81,77.93
3,34.91,28.42,High,15,0,116.03,116.35
3,31.13,27.08,Low,4,5,66.94,68.96
2,20.25,50.62,Low,0,0,23.47,25.54
1,13.69,43.53,High,10,0,27.28,29.07
2,20.81,48.88,Medium,18,3,35.22,32.57
1,12.22,27.06,Medium,4,2,35.43,35.54
2,24.96,40.75,Low,3,2,38.2,37.81
3,35.93,33.32,High,23,3,102.44,101.82
3,33.28,33.7,Medium,15,5,70.78,72.45
1,17.91,53.38,Low,23,3,18.12,20.35
2,25.99,49.92,Medium,17,0,42.77,39.82
1,12.62,35.43,Low,13,5,22.1,22.11
2,21.86,47.31,High,19,1,41.78,44.08
3,35.72,25.49,Medium,19,0,107.21,105.56
2,28.91,50.89,High,2,6,56.24,55.4
3,44.73,44.64,Medium,4,2,72.33,74.84
3,31.0,48.14,Low,14,4,39.06,40.27
3,40.4,52.77,Medium,15,4,55.63,56.54
1,14.04,50.78,Medium,16,3,21.56,22.68
3,34.81,41.63,Medium,21,6,65.33,64.69
2,22.73,49.29,Medium,7,3,35.01,34.78
2,27.3,28.11,Medium,12,4,68.68,71.14
2,22.1,52.22,High,23,6,43.4,40.72
2,24.95,41.11,Medium,2,0,47.24,45.31
1,15.8,52.44,High,19,4,28.99,27.04
2,20.46,49.95,Low,17,0,21.8,24.72
1,14.41,33.24,High,21,1,37.66,39.84
3,43.96,27.76,High,18,0,155.5,153.73
3,40.42,37.57,High,8,1,100.71,102.51
3,40.65,27.3,High,9,1,143.36,143.29
1,17.63,50.73,High,2,3,37.17,34.98
3,33.67,54.51,High,0,5,62.02,61.06
1,13.74,38.23,High,7,5,35.38,35.09
1,16.38,27.39,Medium,16,5,44.71,44.4
3,33.77,48.34,Medium,15,5,50.05,51.57
3,34.49,44.04,Low,2,1,49.02,47.46
3,35.49,34.01,High,1,2,97.92,98.43
2,21.45,54.36,Low,20,0,23.55,24.99
3,41.97,47.18,Low,2,4,54.02,52.01
1,13.29,54.83,Medium,10,0,15.19,16.4
2,29.52,25.74,Low,6,3,68.05,67.94
1,17.41,46.19,Medium,7,6,26.62,28.82
1,12.84,25.28,High,0,1,45.21,46.84
3,30.86,49.84,Medium,23,6,48.12,45.22
3,42.59,40.03,High,20,6,100.5,102.38
1,15.87,43.57,Medium,23,4,27.8,29.02
3,41.77,36.43,Medium,14,4,87.48,87.36
1,16.87,27.66,Medium,4,6,44.37,46.11
1,14.01,51.12,Low,7,4,13.49,15.93
2,24.49,53.85,Medium,17,1,33.81,35.19
3,42.52,31.63,Medium,18,1,101.22,100.77
1,17.77,27.51,Medium,23,1,47.41,47.64
1,12.08,48.47,Low,23,0,18.22,16.85
3,33.62,35.13,High,19,1,90.88,91.77
3,38.37,25.91,Low,18,4,91.43,89.47
3,44.13,47.49,Low,11,4,58.68,57.26
1,13.65,35.24,Medium,7,0,30.69,29.32
2,20.56,35.11,Medium,3,5,43.13,43.63
2,29.87,29.96,High,17,1,93.9,96.47
2,24.36,25.59,Medium,2,3,71.38,69.49
2,26.88,54.01,Low,2,0,28.59,29.05
2,26.73,44.15,High,13,6,56.42,59.24
1,14.03,42.88,Low,20,4,20.1,19.39
2,25.74,33.11,Medium,17,0,55.06,56.98
2,23.62,34.14,High,6,6,66.91,66.42
2,22.01,45.42,High,23,2,44.98,45.27
3,30.61,40.12,Medium,9,6,54.89,57.63
3,30.38,38.12,Low,14,0,45.74,48.17
2,21.52,32.29,Low,14,0,42.97,40.75
2,24.39,47.62,Low,22,5,31.67,29.1
3,44.12,51.84,Low,7,2,49.89,49.28
3,41.4,45.53,Low,3,1,53.74,56.2
1,16.96,46.81,High,11,5,31.43,34.19
3,40.99,32.27,Low,0,3,75.86,74.78
1,13.54,36.89,Low,1,3,23.07,23.32
2,25.82,35.76,Low,1,1,41.51,41.73
1,14.5,42.79,High,3,3,33.57,32.93
2,20.75,43.06,Medium,16,0,35.53,34.98
3,31.44,44.96,High,11,3,70.88,68.98
2,25.2,36.85,Low,20,4,41.53,42.11
3,31.64,45.03,Medium,19,3,53.12,52.9
1,12.87,30.46,Low,4,1,23.12,25.86
3,32.78,46.4,High,6,4,66.75,68.02
2,28.69,34.46,Low,2,3,46.36,48.16
1,12.22,48.57,Low,7,6,16.68,16.35
1,12.44,39.66,Low,15,4,22.29,20.54
1,16.96,26.56,Medium,22,1,48.22,45.93
3,38.01,43.57,Low,13,5,54.35,51.38
1,14.11,52.93,Low,6,1,19.03,16.09
3,40.46,39.93,Medium,12,6,75.0,77.08
2,27.2,51.58,Low,14,0,29.11,32.09
2,22.21,31.56,High,21,1,65.08,67.14
2,25.29,41.8,High,19,2,56.1,57.33
1,14.91,39.1,High,16,1,36.39,35.4
3,30.4,27.2,Low,22,0,63.52,66.31
3,39.48,46.63,High,16,3,80.07,81.27
1,14.9,36.61,Low,1,4,24.82,25.96
3,30.37,48.9,Low,13,1,36.67,35.39
3,40.99,37.86,Low,3,6,61.65,64.51
1,12.88,45.72,High,7,2,29.05,27.56
1,16.67,39.47,Medium,1,3,30.99,29.72
3,33.06,40.32,Low,10,0,47.19,49.55
3,40.15,38.18,Low,3,4,67.68,64.73
3,42.52,26.14,High,19,1,160.13,157.4
2,28.25,43.35,Medium,21,0,45.96,48.95
2,21.5,39.0,Low,23,4,35.22,32.32
3,34.9,33.04,Medium,16,3,80.53,80.69
3,38.57,30.49,Low,20,2,79.49,77.76
1,16.39,37.75,High,16,1,37.92,40.56
3,34.32,34.27,Medium,13,2,71.62,73.77
2,29.38,27.28,Low,5,4,64.79,64.87
2,25.25,48.47,Low,20,4,32.81,30.41
3,38.6,26.94,High,10,1,141.28,138.52
1,13.32,38.46,Medium,21,3,25.64,24.64
2,26.44,50.89,Medium,7,5,38.53,38.54
2,27.43,28.64,Medium,7,3,73.01,71.31
1,16.46,52.31,High,9,4,31.11,31.8
3,35.59,32.83,High,19,5,100.62,102.61
2,23.03,36.35,Low,2,6,36.8,37.31
2,26.25,33.08,Medium,0,3,57.36,58.3
2,26.34,30.46,Low,20,0,52.21,50.46
1,15.8,40.64,Medium,17,6,29.07,28.83
1,12.03,50.21,Low,20,0,12.94,12.52
3,31.02,52.1,High,20,4,56.79,57.17
1,14.38,40.64,Medium,21,4,29.93,28.04
3,42.47,46.1,Low,12,3,51.38,53.32
3,44.86,40.79,Medium,2,0,80.1,83.0
1,13.06,32.07,Medium,9,2,29.62,29.27
1,13.64,39.47,Low,11,6,24.6,21.95
1,14.01,50.22,Medium,9,2,17.6,19.61
1,12.87,52.57,Low,1,4,14.22,12.78
3,38.11,47.06,High,22,0,79.09,76.42
2,25.19,29.85,Medium,19,2,61.86,64.01
3,32.79,43.63,Medium,9,5,56.39,57.5
3,31.6,34.22,Medium,10,4,73.33,70.47
2,21.02,52.84,Low,1,3,24.03,25.42
1,17.2,36.66,Medium,5,6,36.5,35.99
3,36.73,31.47,Medium,5,3,86.92,86.32
2,29.87,45.46,Medium,18,2,49.2,50.71
2,27.37,46.27,Low,19,6,36.77,35.8
2,25.65,26.69,Low,9,2,58.95,58.12
3,31.96,28.21,Low,19,1,66.33,67.25
2,22.35,47.13,Low,12,3,29.26,28.73
3,37.63,36.69,Medium,6,4,78.21,78.16
1,15.4,29.28,Low,21,5,35.33,33.13
1,15.42,49.7,High,17,3,28.17,28.69
2,29.34,50.35,Low,6,5,33.62,33.91
1,17.77,38.85,Medium,19,4,37.61,34.84
2,28.54,33.35,Low,1,3,49.98,49.95
1,17.87,50.99,Low,3,4,20.62,22.27
1,13.46,46.45,Low,1,6,19.07,16.43
1,12.1,49.19,Medium,12,5,17.92,19.92
2,22.62,42.72,High,19,3,49.3,49.59
3,41.27,44.33,Medium,16,3,73.46,70.63
2,24.59,42.21,High,9,3,57.64,55.13
1,13.29,43.65,High,11,3,31.33,30.1
1,13.3,28.1,Medium,8,1,35.64,35.15
1,12.57,40.89,Low,20,5,16.65,18.61
2,28.66,41.92,Medium,2,3,49.79,49.47
3,31.57,34.32,Medium,17,6,65.76,67.17
2,23.5,33.93,Medium,23,3,51.63,52.34
2,24.0,42.16,Low,14,2,35.85,34.63
1,13.92,30.31,Low,1,6,27.87,26.21
1,12.48,33.59,High,9,2,37.63,36.3
2,27.6,48.36,Medium,12,5,41.75,42.69
1,14.67,34.93,High,15,5,41.55,41.97
3,31.2,45.68,Low,15,2,44.84,42.32
3,32.81,39.77,Low,0,3,52.27,50.16
3,39.93,26.64,Low,15,5,92.44,90.48
2,29.63,27.4,Medium,12,5,78.62,81.11
2,28.22,32.55,Low,4,2,52.83,52.72
1,17.29,37.48,High,19,1,48.47,46.05
2,23.93,33.01,Medium,18,0,57.18,56.31
1,15.88,48.21,Low,5,5,21.68,19.89
2,26.46,28.13,Medium,22,3,71.83,68.94
3,38.93,25.99,Low,15,6,85.8,88.23
2,24.26,44.65,Low,3,0,34.67,33.89
1,15.38,44.6,Medium,5,6,27.73,26.22
2,24.52,30.93,Low,6,4,49.85,46.97
3,32.89,47.38,Low,23,6,43.31,43.37
3,42.84,48.26,Medium,20,2,66.67,66.21
2,21.78,26.72,Medium,20,6,60.0,62.35
1,16.11,32.54,Low,8,1,31.81,29.15
2,24.48,36.13,Low,2,1,41.25,40.25
3,40.56,50.19,High,18,4,82.36,79.52
2,25.17,45.41,High,13,2,53.91,54.92
2,29.24,48.82,Medium,14,4,44.16,45.98
1,14.03,32.14,Medium,1,4,37.05,34.53
2,27.67,47.09,Medium,21,4,43.83,45.78
1,12.68,40.21,Medium,19,4,23.53,23.66
3,36.31,34.28,High,6,1,104.36,103.44
1,13.16,35.94,Low,19,5,20.57,20.54
1,12.05,26.77,Medium,16,3,29.77,32.53
1,14.4,33.6,Low,17,2,29.78,26.82
3,34.65,28.44,High,16,5,118.46,117.31
3,35.13,31.78,Medium,7,4,82.11,82.61
1,17.78,47.55,Low,2,2,21.75,23.63
3,37.17,38.12,Low,22,4,56.47,57.69
1,15.72,26.67,Low,20,0,38.36,37.03
2,21.66,35.76,Low,9,2,37.95,36.76
1,13.03,26.35,Medium,19,5,34.54,36.28
3,32.99,53.12,High,10,1,58.97,59.35
3,30.88,51.57,Low,21,1,38.29,35.32
1,15.26,49.52,High,13,2,25.17,27.76
2,28.62,35.08,High,11,3,76.87,77.05
3,32.99,44.62,Medium,14,0,54.95,54.04
3,35.98,39.55,High,16,4,89.11,88.68
3,33.6,31.87,Medium,0,5,80.67,78.76
1,15.78,34.51,Medium,7,2,35.82,35.14
2,28.45,52.62,High,19,4,52.63,50.07
1,16.16,48.4,Low,18,5,21.72,20.66
2,23.87,42.68,Low,7,0,31.85,32.49
1,13.37,27.56,Low,21,4,26.28,27.66
1,14.36,29.54,Medium,19,0,37.49,36.71
2,20.92,48.58,Medium,2,0,34.72,33.28
1,13.29,54.0,Low,8,0,11.57,13.44
